,Description,Link
10,"About the job
Job Id: 21361806

The Business Analytics Int Analyst is a developing professional role. Deals with most problems independently and has some latitude to solve complex problems. Integrates in-depth specialty area knowledge with a solid understanding of industry standards and practices. Good understanding of how the team and area integrate with others in accomplishing the objectives of the sub function/ job family. Applies analytical thinking and knowledge of data analysis tools and methodologies. Requires attention to detail when making judgments and recommendations based on the analysis of factual information. Typically deals with variable issues with potentially broader business impact. Applies professional judgment when interpreting data and results. Breaks down information in a systematic and communicable manner. Developed communication and diplomacy skills are required in order to exchange potentially complex/sensitive information. Moderate but direct impact through close contact with the businesses' core activities. Quality and timeliness of service provided will affect the effectiveness of own team and other closely related teams.

Responsibilities:
Gathers operational data from various cross functional stakeholders to examine past business performance.
Identifies data patterns & trends, and provides insights to enhance business decision making capability in business planning, process improvement, solution assessment etc.
Recommends actions for future developments & strategic business opportunities, as well as enhancements to operational policies.
May be involved in exploratory data analysis, confirmatory data analysis and/or qualitative analysis.
Translate data into consumer or customer behavioral insights to drive targeting and segmentation strategies, and communicate clearly and effectively to business partners and senior leaders all findings
Continuously improve processes and strategies by exploring and evaluating new data sources, tools, and capabilities
Work closely with internal and external business partners in building, implementing, tracking and improving decision strategies
Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency.
Qualifications:
2-5 years relevant experience
Advanced process management skills, organized and detail oriented
Curious about learning and developing new skillsets
Positive outlook with a can-do mindset
Education:
Bachelors/University degree or equivalent experience
This job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required.

-------------------------------------------------

Job Family Group:

Decision Management

-------------------------------------------------

Job Family:

Business Analysis

------------------------------------------------------

Time Type:

Full time

------------------------------------------------------

Citi is an equal opportunity and affirmative action employer.

Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.

View the ""EEO is the Law"" poster. View the EEO is the Law Supplement.

View the EEO Policy Statement.

View the Pay Transparency Posting",https://vn.linkedin.com/jobs/view/data-analytics-analyst-at-citi-2756832533?refId=uPcGMrvL8yd%2F1qEhoj%2Fx3w%3D%3D&trackingId=O%2Bto0upSE1%2Fpyk%2FSQVLF2Q%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
11,"About the job
Job Description:

Get to know the role:
This newly created role is part of the Organization Transformation team. The key responsibility is to manage new projects and initiatives for the Grab Platform businesses
This person is to be a business partner with strong analytical skills and good business acumen to the
Operations Team, driving great performance by generating high quality and insightful plans and
forecasts, analyzing the performance against those plans and proactively working in collaboration with other teams to improve performance.
Day-to-day activities:
Financial planning: Coordinate financial planning and monitor progress against plan/budget
Projects: Drive finance and planning projects (e.g. process improvement, automation, etc.)
Collaborate with P&L leaders to drive annual, quarterly and monthly business planning
Assist leaders to conduct reporting, analysis and planning to improve business performance on daily operations.
Requirements:
5 years of experience in Finance, Project Management, Consulting, Management Accountant or related
field required. MBA or E-commerce background is a plus
Curiosity and drive to learn new thing in fast-pace environment
Entrepreneur Mindset to figure out opportunities and drive execution in fast-changing environment",https://vn.linkedin.com/jobs/view/manager-business-insights-planning-at-grab-2773770088?refId=uPcGMrvL8yd%2F1qEhoj%2Fx3w%3D%3D&trackingId=S0XMmXp9iIS6uK88fMpK9g%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
12,"About the job
Job Description:
Evaluate and define business metrics, democratize data by building and socializing decision tools (dashboard, reports)
Consult other stakeholders within Business Developement (e.g.Merchandising, Mall, Marketplace, etc.) to run analyses that lead to actionable business strategies and insights
Identify issues, gather information from various sources, analyze data, interpret patterns and trends, propose solutions, and track initiatives with the purpose of enhancing efficiency
Support various business functions with the development and maintenance of various management reports

Requirements:
Both junior and senior applicants are welcome (we'll discuss the level of seniority based on your previous experience)
Strong analytical thinking and ability to learn quickly with can do attitude
Experience working with SQL
Experience working with Python will be a plus
Comfortable working with large data sets and numbers
Excellence written and verbal communication skills in English and Vietnamese
Experience working with cross-functional teams to gather requirements and define the right metrics to describe the state of the business - both on a macro-level and a micro-level",https://vn.linkedin.com/jobs/view/business-intelligence-associate-bd-team-at-shopee-2756433751?refId=uPcGMrvL8yd%2F1qEhoj%2Fx3w%3D%3D&trackingId=YlWdwG25G3Ns2O3C%2BLzwmw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
13,"About the job
Job description:
Develop and automate reports to monitor campaign performance and other automation workflows for the campaign team.
Consult campaign teams by running deep dive analyze campaign mechanics on issues/ ad-hoc requests that lead to actionable insights to grow the business.
Forecast campaign performance.
Coordinate with cross-functional teams to gather requirements and define the right metrics to describe the state of the business - both on a macro-level and a micro-level.
Communicate state of the business to stakeholders regularly to understand trends and provide insights to drive strategic decisions.

Requirements:
At least 1 year of experience in Business Intelligence or Data Analytics role with proven business impact.
Strong experience in SQL.
Advanced Excel skill with knowledge in Power Query, Power Pivots.
Strong analytical thinking and ability to learn quickly with can do attitude.
Knowing statistical programming language (Python, R) to manipulate and draw insights from large data set is a plus.
Excellence written and verbal communication skills in English and Vietnamese.
Experience working with cross-functional teams to gather requirements and define the right metrics.",https://vn.linkedin.com/jobs/view/business-intelligence-mkt-campaign-at-shopee-2776056931?refId=uPcGMrvL8yd%2F1qEhoj%2Fx3w%3D%3D&trackingId=ctikGeyZXcCY58RAu7bV%2Fg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
14,"About the job
POSITION: Business Analysis Intern

LOCATION: Remote

SCHEDULE: Part-time (10-20h/week)

About Brainnest

The business management and training company headquartered in Bremen, Germany. We are a success-driven firm that provides management advisory and contracting services customized to help companies from different industries with business management problems. Brainnest runs, leads, and manages complex projects and initiatives. We have begun from scratch when a network of professionals, Ph.D. holders, and highly skilled personnel bring to a business table their practical and academic years of experience to form up a concrete blueprint on which the company has been designed. Since 2020, we offer a combination of expertise, proficiency, and commitment leveraging our deep industry experience, along with using analytical rigor to drive outstanding results for businesses. We proudly provide top-class consulting and training services for a wide range of industries around the world. A well-equipped team, advanced tools, and modern methodologies are some of what we correctly utilize to offer our clients what makes them the best in their fields.

Our team is looking for a Business Analysis Intern to join them in the upcoming weeks. This position is great for an aspiring business analysis professional looking to work on business-critical projects and gain relevant work experience.

Your Profile
Strong communication skills with the ability to discuss any issues with a wide variety of individuals and groups
Capability to produce content on time, with attention to detail, and an emphasis on identifying and pitching to a target audience
A well-organized team player with the ability to perform various tasks, act individually, and think creatively
Familiarity with Microsoft applications and Zoom
Willingness to learn and develop business analysis skills
Competitive and proactive attitude
Fluency in English
You will learn how to:
Analyse business processes
Create and update business process documentation
Interpret data, build reports and analyse results using statistical techniques
Be able to tell the story behind the data
Support our Project Team in analysing customer processes and in preparing functional documentation
Find ideas on how to improve our project performance, as well as the user experience
Generate ad-hoc analysis in response to organizational requests and to support business cases
Perform quantitative and qualitative analysis to assist senior leaders in evaluating possible solutions to solve complex business problems
Support senior leaders in developing global growth strategies
Analyze, develop and execute our strategies to optimize our revenue and KPIs
Provide input into client presentations and work on day-to-day project delivery
Develop business cases to determine business requirements
Understand the market landscape and trends to identify strategies and potential optimization opportunities
Cross-functional collaboration with business, product, engineering and analytics teams to understand design and opportunity areas
At Brainnest, we’re committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status. We strive to be a more equal opportunity workplace.",https://vn.linkedin.com/jobs/view/business-analysis-internship-remote-at-brainnest-2771119113?refId=uPcGMrvL8yd%2F1qEhoj%2Fx3w%3D%3D&trackingId=x5zwmdGgDRERRhW5jbD7vQ%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
15,"About the job
This job is sourced from a job board. Learn more
POSITION: Business Analysis InternLOCATION: RemoteSCHEDULE: Part-time (10-20h/week)About BrainnestThe business management and training company headquartered in Bremen, Germany. We are a success-driven firm that provides management advisory and contracting services customized to help companies from different industries with business management problems. Brainnest runs, leads, and manages complex projects and initiatives. We have begun from scratch when a network of professionals, Ph.D. holders, and highly skilled personnel bring to a business table their practical and academic years of experience to form up a concrete blueprint on which the company has been designed. Since 2020, we offer a combination of expertise, proficiency, and commitment leveraging our deep industry experience, along with using analytical rigor to drive outstanding results for businesses. We proudly provide top-class consulting and training services for a wide range of industries around the world. A well-equipped team, advanced tools, and modern methodologies are some of what we correctly utilize to offer our clients what makes them the best in their fields.Our team is looking for a Business Analysis Intern to join them in the upcoming weeks. This position is great for an aspiring business analysis professional looking to work on business-critical projects and gain relevant work experience.Your Profile Strong communication skills with the ability to discuss any issues with a wide variety of individuals and groups Capability to produce content on time, with attention to detail, and an emphasis on identifying and pitching to a target audience A well-organized team player with the ability to perform various tasks, act individually, and think creatively Familiarity with Microsoft applications and Zoom Willingness to learn and develop business analysis skills Competitive and proactive attitude Fluency in English You will learn how to: Analyse business processes Create and update business process documentation Interpret data, build reports and analyse results using statistical techniques Be able to tell the story behind the data Support our Project Team in analysing customer processes and in preparing functional documentation Find ideas on how to improve our project performance, as well as the user experience Generate ad-hoc analysis in response to organizational requests and to support business cases Perform quantitative and qualitative analysis to assist senior leaders in evaluating possible solutions to solve complex business problems Support senior leaders in developing global growth strategies Analyze, develop and execute our strategies to optimize our revenue and KPIs Provide input into client presentations and work on day-to-day project delivery Develop business cases to determine business requirements Understand the market landscape and trends to identify strategies and potential optimization opportunities Cross-functional collaboration with business, product, engineering and analytics teams to understand design and opportunity areas At Brainnest, we’re committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender, gender identity or expression, or veteran status. We strive to be a more equal opportunity workplace.",https://vn.linkedin.com/jobs/view/business-analysis-internship-at-brainnest-2771556602?refId=uPcGMrvL8yd%2F1qEhoj%2Fx3w%3D%3D&trackingId=5SCcvYxXqnLo5RYscS1ujw%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
16,"About the job
Job Description
Design Human Resources data warehouse to consolidate Human Resources data from various Human Resources systems, sources
Develop and maintain data integration and data transformation pipeline to support generation of operation metrics, dashboards, data analysis and indicative employee behaviors such as attrition, turnover, tenure, performance, engagement, etc
Implement and champion data governance framework within Human Resources
Implementation of standardized Human Resources operational reports, ad hoc queries and data related projects
Enhance data collection procedures to include information that is relevant for building analytics solutions
Collaborate with stakeholders within Human Resources functions to design Human Resources data products and continuously improve on data analytics capabilities
Project manage the roll-out and adoption of initiatives, including coordinating, testing, reporting and tracking of impact

Requirements
Bachelor’s degree in Human Resources/ business, information systems and relevant
Experience working with Human Resources Information System and Human Resources data at least 2 years and more
Good understanding of the different Human Resources functions / employee lifecycle management
Experience in data modelling, data ingestion and data governance
Experience in producing storytelling dashboards/analysis for Human Resources with high business impact using visualization
Experience in consulting / change management is preferred, ; ability to identify key issues and develop relevant solutions in a structured way
Analytical, conceptual, and critical thinking capability
Ability to remain calm in high stress situations
Proficient in Microsoft ",https://vn.linkedin.com/jobs/view/people-team-reporting-and-analytics-at-shopee-2733646488?refId=uPcGMrvL8yd%2F1qEhoj%2Fx3w%3D%3D&trackingId=zAEYxcPz3NI2HmZU4Emzgw%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
17,"About the job
Site Name: Vietnam - Ho Chi Minh City

Posted Date: Oct 18 2021

Are you looking for an opportunity to help GSK to have best quality in performance measurement and insight gathering from internal and external data to support profitable growth agenda of Local and Emerging markets? If so, this is the role for you.

As Business Intelligence Manager , You Will
To help GSK to have best quality in performance measurement and insight gathering from internal and external data to support profitable growth agenda of LOC and Emerging markets
Connect and maximize the commercial value of all available external & internal data sources by engaging the LOC’s business stakeholders and partnering with above country BIM.
Create consistent and coherent performance measurement and tracking system in LOC to deliver business insights and brand performance forecast accuracy
Establish standard KPIs in collaboration with above country/global analytics team to set strong measurement tools to track performance; competition; quality in customer engagement; business impact and bridge lead parameters to lag outcomes
Implementation of Commercial Analytics and Business Intelligence Roadmap to drive better customer insight and experience Drive optimal & efficiencies in primary and secondary data resource utilization
Continuously drive improvement in data connectivity across different commercial platform/ system by offering first-hand insight to above country BIM and KC in data cleansing & workflow optimization activities
These Responsibilities Include Some Of The Following

This role will provide YOU the opportunity to lead key activities to progress YOUR career.

Key Responsibilities
BI Resource Managements: ensure the requirements and availability of data source/dashboard for key stakeholders/3rd Party without any issues/bug
Data Source
Reports
Dashboard
Monthly Performance Review
System Management:
Business Unit Structure
Maintenance Service
Capability Build: how to utilize BI resource or system to start or daily task jobs
Project Support: tasks dedicated or requested from Line Manager and Commercial Leaders
Why you?

Basic Qualifications

We are looking for professionals with these required skills to achieve our goals:
Min 5 years experience in business intelligence or related area
Pharma experience is an asset
Commercial experience is an asset
Fluency in English
People management experience is required
Expert in project Mangement
Above the country experience is an asset
Consultancy or agency experience is an asset
Capable of working across boundries and functional areas
Excellent oral and written communication skills
High resilience and agility
Strategic and analytical minset
Full project lifecycle appreciation
Creative in problem solving
Demonstrable evidence of multi-cultural sensitivity
Why GSK?

Our values and expectations are at the heart of everything we do and form an important part of our culture.

As GSK Focuses On Our Values And Expectations And a Culture Of Innovation, Performance, And Trust, The Successful Candidate Will Demonstrate The Following Capabilities

These include Patient focus, Transparency, Respect, Integrity along with Courage, Accountability, Development, and Teamwork.
Operating at pace and agile decision-making – using evidence and applying judgement to balance pace, rigour and risk.
Committed to delivering high quality results, overcoming challenges, focusing on what matters, execution.
Continuously looking for opportunities to learn, build skills and share learning.
Sustaining energy and well-being.
Building strong relationships and collaboration, honest and open conversations.
Budgeting and cost-consciousness.
Our goal is to be one of the world’s most innovative, best performing and trusted healthcare companies. We believe that we all bring something unique to GSK and when we combine our knowledge, experiences and styles together, the impact is incredible. Come join our adventure at GSK where you will be inspired to do your best work for our patients and consumers. A place where you can be you, feel good and keep growing.

Important notice to Employment businesses/ Agencies

GSK does not accept referrals from employment businesses and/or employment agencies in respect of the vacancies posted on this site. All employment businesses/agencies are required to contact GSK's commercial and general procurement/human resources department to obtain prior written authorization before referring any candidates to GSK. The obtaining of prior written authorization is a condition precedent to any agreement (verbal or written) between the employment business/ agency and GSK. In the absence of such written authorization being obtained any actions undertaken by the employment business/agency shall be deemed to have been performed without the consent or contractual agreement of GSK. GSK shall therefore not be liable for any fees arising from such actions or any fees arising from any referrals by employment businesses/agencies in respect of the vacancies posted on this site.",https://vn.linkedin.com/jobs/view/business-intelligence-manager-at-gsk-2757244055?refId=uPcGMrvL8yd%2F1qEhoj%2Fx3w%3D%3D&trackingId=FxewnnvjTFFRTEtxbJz%2FeQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
18,"About the job
Job Description
Work extensively with numbers and data, collecting data and ensuring the data cleanliness and accuracy as well as interpreting the data
Manage large amounts of data, analyzing them and developing data-driven insights to the business to make strategic planning to drive improvement actions and sound business decisions
Oversee the entire performance of food business data analytic team by developing dashboards, monitoring trends and identifying risks, provide periodic and ad hoc reporting to facilitate the Operations in keeping track of performance and drive improvement
Maintain periodical report to keep track of key metrics within the department
Developing and supplying the Operations Management with adhoc reporting requirement
Exploring and adapting new research practices to improve team's effectiveness and speed

Requirements
Bachelor Degree, preferably major in a quantitative subject, such as business analytics, statistics, engineering, mathematics
Someone with experience in Fintech or E-commerce industry, or in the similar capacity would be an added advantage
From 2 to 4 years of experience in business intelligence or data analytics
Proficiency in SQL (Structured Query Language), Excel and Power Point
Strong analytical and problem solving skills: ability to draw insights from data, research and design practical and scalable solutions
High energy, self-motivation and ability to thrive in a fast-paced working environment with a customer focused attitude
Good critical thinking, logical thinking with Excellent verbal and non-verbal communication skills
Experience in Payment Processing System/FinTech would be a plus.
Able to analyze and synthesize data from both quantitative and qualitative sources
Good command of English",https://vn.linkedin.com/jobs/view/shopeefood-business-intelligence-analyst-based-in-kuala-lumpur-at-shopee-2755941450?refId=uPcGMrvL8yd%2F1qEhoj%2Fx3w%3D%3D&trackingId=O1GAIkPMWKEKZXGJi5BElQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
19,"About the job
JOB TITLE: Data Analyst
LOCATION: Head ",https://vn.linkedin.com/jobs/view/data-analyst-at-innomizetech-2768493298?refId=uPcGMrvL8yd%2F1qEhoj%2Fx3w%3D%3D&trackingId=7PPCuZplLleVH7rZvhlPig%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
20,"About the job
*For Vietnamese candidates only (1-2 years experience in market research and analysis field)

*Position Purpose:
The Consumer & Business Insights Function helps management to identify and prioritize business opportunities for profitable growth, and is the centre of business intelligence sharing all insights with accross functional teams in order for them to drive actionable plans. 
The Customer & Business Insights Analyst reports to and helps the Consumer & Business Insights Manager in his/her works to achieve the functional goal. This is the ideal position for an enthusiastic candidate looking to gain experience and learn from one of the top global brands.

*Responsibilities:
Provide data-driven findings via conducting on-going analysis 
Assist on delivering facts based overall business performance and business trend insights and provides recommendations for adjustments to maximize business potential
Support identify and develop sales and profit-building initiatives, sales forecasting and business cases
Monitors and reports business performance to management and other key stakeholders
Utilize identified research tools to better understand customers/ market trends
Leverage secondary research as well as internal resource in order to economically build up information system
Other tasks as assigned by Line-Manager
Key stakeholders: Marketing, Operations, Finance, IT 

*Requirements:
Graduated from reputable universities, specifically in Business / Finance / Statistics
Have at least 1 - 2 years of professional working experience
Must have a certain level of understanding of market research (Quantitative research experience is preferred)
Experience in roles handling significant amounts of data which need to be simplified ideally close to real business cases
Intellectual curiosity, enjoy working with numbers
Open-minded, strong passion for learning with outstanding analytical aptitude.
Showcase good analytical and critical thinking skills - able to analyze and solve problems. 
Have the ability to plan, organize, and structure work.
Self-Starter - take independent action and go beyond what the job or situation requires.
Attention to detail, highly energetic and drive for results.
Working level of written and spoken English
Excellent Excel skill, Good Word / PowerPoint skill

*Benefits:
Competitive monthly salary
13th Salary, Bonus, and Phone Allowance
18 Days Annual Leave
Full compulsory insurance package (BHXH, BHYT, BHTN, Bao Viet Insurance)
Corporate external and internal engagement activities (Monthly Birthday, Away Day, Happy Friday)
Discount 20% of McDonald's Meals to employees",https://vn.linkedin.com/jobs/view/customer-business-insights-analyst-at-mcdonald-s-vietnam-2746684336?refId=uPcGMrvL8yd%2F1qEhoj%2Fx3w%3D%3D&trackingId=PU6VTjW4P3DKA97in9ObDQ%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
